,Names,Websites,NaN,LinkedIn,Contact Forms,Facebook,Instagram,X,Threads,BlueSky
851,Kitchens for Good,http://www.kitchensforgood.org/,"housing@kiwa.org?subject=Need%20Tenant%20Clinic%20Info&body=Hi%2C%0AIm%20looking%20for%20more%20information%20about%20the%20tenant%20empowerment%20clinic., info@kiwa.org, Clinic@kiwa.org?subject=Need%20Worker%20Clinic%20Info&body=Hi%2C%0AIm%20looking%20for%20some%20more%20information%20on%20the%20worker%20clinic., ask@Kaction.org?subject=Need%20Tenant%20Clinic%20Info&body=Hi%2C%0AIm%20looking%20for%20more%20information%20about%20the%20tenant%20empowerment%20clinic., ",https://www.linkedin.com/company/kitchens-for-good/,https://kitchensforgood.org/contact/,https://www.facebook.com/kitchensforgood,//www.instagram.com/kiva.org,,,
852,Kiva,http://www.kiva.org/,,,http://www.kiva.org//help/contact-us,,,,,
853,KIWA (Koreatown Immigrant Workers Alliance),https://www.kiwa.org/,,,https://www.kiwa.org/contact-1,,,,,
854,Knights of Care,,,,,,https://www.instagram.com/kasec_ca/,,,
855,Korean American Special Education Center,http://www.kasecca.org/,,,https://kasecca.org/contact-us-2/,https://www.facebook.com/kasec5629262040,https://www.instagram.com/krclaorg,,,
856,Korean Resource Center,http://www.krcla.org/,,,http://www.krcla.org/contact,https://www.facebook.com/krcla/,https://www.instagram.com/kyccla/,,,
857,Koreatown Youth and Community Center,http://www.kyccla.org/,,,https://www.kyccla.org/contact-us/,https://www.facebook.com/KYCCLA,,,,
858,Kronos Performing Arts Association,http://www.kronosquartet.org/,contact@kurkachildrenshealthfund.org,,https://kronosquartet.org/contact/,,https://www.instagram.com/p/DT7BspdDode/,,,
859,Kultur Mercado,https://www.kulturmercado.org/,,https://www.linkedin.com/company/kultur-mercado/,https://www.kulturmercado.org/contact,https://www.facebook.com/KulturMercado,https://www.instagram.com/kurkachildrenshealthfund/,,,
860,Kurka Children's Health Fund,http://kurkachildrenshealthfund.org/,Info@kylejtaylor.org,,https://www.kurkachildrenshealthfund.org/contact-us/,https://www.facebook.com/Kurka-Childrens-Health-Fund-111041007931054,https://www.instagram.com/KWMRradio,,,
861,"KWMR, West Marin Community Radio",http://www.kwmr.org/,,,,https://www.facebook.com/kwmrradio,https://www.instagram.com/kylejtaylorfoundation/,,,
862,Kyle J. Taylor Foundation,http://kylejtaylor.org/,,,,https://www.facebook.com/kylejtaylorfoundation/,https://www.instagram.com/laworksnow/,,,
863,L.A. Works,http://www.laworks.com/,,https://www.linkedin.com/company/la-works/mycompany/,https://www.laworks.com/contact,https://www.facebook.com/laworks,,,,
864,"La Cocina, Inc.",http://lacocinasf.org/,"development@lafh.org, info@lafh.org, ",https://www.linkedin.com/company/la-cocina/,,https://www.facebook.com/lacocinasforg/,,,,
865,LA County High School for the Arts Foundation,http://www.artshigh.org/foundation,,,,,https://www.instagram.com/lafamilyhousing,,,
866,LA Family Housing,http://www.lafh.org/,boxoffice@ljsc.org,https://www.linkedin.com/company/lafamilyhousing/,,,,,,
867,LA Forward Institute,https://www.laforward.institute/,,,https://www.laforward.institute/contact,,https://www.instagram.com/lajollasymphony/,,,
868,La Jolla Symphony & Chorus,http://www.lajollasymphony.com/,maggiehart@lagunafoundation.org,https://www.linkedin.com/company/lajollasymphonychorus/,https://www.ljsc.org/contact-us/,https://www.facebook.com/LaJollaSymphony,,,,
869,La Senora Research Institute,https://www.lasenora.org/,,,https://lasenora.org/contact-us/,,https://www.instagram.com/laguna_foundation/,,,
870,Laguna de Santa Rosa Foundation,http://www.lagunafoundation.org/,info@lakefrc.org,,http://www.lagunafoundation.org/contact.html,https://www.facebook.com/LagunadeSantaRosaFoundation/,https://www.instagram.com/lagunaoceanfoundation/,,,
871,Laguna Ocean Foundation,http://www.lagunaoceanfoundation.org/,"admin@operationopenwater.org, info@email.com, ",https://www.linkedin.com/company/laguna-ocean-foundation,https://lagunaoceanfoundation.org/contact/,https://www.facebook.com/lagunaoceanfoundation,,,,
872,Lake Family Resource Center,http://www.lakefrc.org/,info@lakesideriverpark.org,,http://www.lakefrc.org/http://www.lakefrc.org/admin-contacts/,,https://www.instagram.com/watermanfoundation,,,
873,Lake Tahoe Waterman Foundation,https://www.laketahoewaterman.org/,info@lampsoflight.org,,,https://www.facebook.com/watermanfoundation,,,,
874,Lakeside's River Park Conservancy,http://www.lakesideriverpark.org/,info@napalandtrust.org,,https://www.lakesideriverpark.org/contact-us-1,,https://www.instagram.com/lampsoflightproject/,NaNNaN,,
875,Lamps of Light,http://lampsoflight.org/,info@landtrustscv.org,https://www.linkedin.com/authwall?trk=bf&trkInfo=AQE2XBVnJOsR5gAAAY-9VTiw4sysS7NTSLBBpfItz98BvDgn_re8kXYxC6RMoj35Op_1ufwPIx1Z5R1oM29YEUZ9EpcXtvsn8Hspyh4AUMmnl59fX03xCs8JRhspFi-0tvi-6fI=&original_referer=&sessionRedirect=https%3A%2F%2Fwww.linkedin.com%2Fin%2Ftabari-zahir-acsw-radt-a265321b4,https://lampsoflight.org/contact-us/,https://www.facebook.com/people/Lamps-of-Light-Project/100091953254431/,https://www.instagram.com/p/DWkR2C8AVgz/,,,
876,Land Trust of Napa County,http://www.napalandtrust.org/,info@landtrustsantacruz.org,,https://napalandtrust.org/contact/,,,,,
877,Land Trust of Santa Clara Valley,http://www.landtrustscv.org/,,https://www.linkedin.com/company/ltscv/?viewAsMember=true,,https://www.facebook.com/pages/category/Nonprofit-Organization/Land-Trust-of-Santa-Clara-Valley-158922128204375/,,,,
878,Land Trust of Santa Cruz County,http://www.landtrustsantacruz.org/,,,,,https://www.instagram.com/carecen_sf/?hl=en,,,
879,Ronald Munoz,http://www.carecensf.org/,,https://www.linkedin.com/company/carecen-sf,https://carecensf.org/about-us/contact-us/,https://www.facebook.com/CarecenSanFrancisco/,,,,https://bsky.app/profile/carcensf.bsky.social
880,Lark Traditional Arts,http://larktraditionalarts.org/,,,,,,,,
881,Latin Advocacy Network,http://www.latinan.org/,,,,,https://www.instagram.com/nohosunvalleyfamilysource/,,,
882,Latino Resource Organization,http://www.latinoresource.org/,,,https://www.latinoresource.org/contact,https://www.facebook.com/wlafamilysource/,,,,
883,Lavender Youth Recreation & Information Center (LYRIC),http://www.lyric.org/,leap@leap.org,,,,https://www.instagram.com/leadership_counsel/,,,
884,Leadership Counsel for Justice and Accountability,http://www.leadershipcounsel.org/,,https://www.linkedin.com/company/leadership-counsel/,https://leadershipcounsel.org/contact/,https://www.facebook.com/lcjacalifornia,https://www.instagram.com/leapuncaptalent/,,,
885,Leadership Education for Asian Pacifics Inc,http://www.leap.org/,info@lccf.org,,http://www.leap.org/contact,https://www.facebook.com/LEAPUncapTalent,,,,
886,Leading From Within,https://leading-from-within.org/,,https://www.linkedin.com/company/leading-from-within/,https://leading-from-within.org/contact-us/,https://www.facebook.com/Leading-From-Within-601817216507485/,,,,
887,League of California Community Foundations,http://www.lccf.org/,,,https://lccf.org/contact/,https://www.facebook.com/LeagueCaCFs,,,,
888,League of Women Voters of Humboldt County,http://www.lwvhc.org/,,,http://www.lwvhc.org//california/humboldt-county/contact-us,,https://www.instagram.com/leahspantryorg/,,,
889,Leah's Pantry,http://leahspantry.org/,,https://www.linkedin.com/company/leahspantry/,http://leahspantry.org/contact-us/,https://www.facebook.com/LeahsPantryOrg,https://www.instagram.com/leapcentralcoast/,,,
890,LEAP: Learn. Engage. Advocate. Partner.,http://www.ivyp.org/,,https://www.linkedin.com/company/leapcentralcoast,https://leapcentralcoast.org/contact-us/,https://www.facebook.com/leapcentralcoast,,,,
891,Learning Enrichment After-School Program,http://www.leapusa.org/,"jeffrey@legacyhealthendowment.org, info@legacyhealthendowment.org, ",,https://leapusa.org/contact-us/,,https://www.instagram.com/learningrightslawcenter/,,,
892,Learning Rights Law Center,http://www.learningrights.org/,info@laaconline.org,,https://www.learningrights.org/contact,https://www.facebook.com/LearningRights/,,,,
893,Legacy Health Endowment,http://legacyhealthendowment.org/,,https://www.linkedin.com/company/legacy-health-endowment,,https://www.facebook.com/LegacyHealthEndowment,https://www.instagram.com/laaconline/,,,
894,Legal Aid Association of California,http://www.laaconline.org/,,https://www.linkedin.com/company/legal-aid-association-of-california-laac-,,https://www.facebook.com/LAAConline/,https://www.instagram.com/legalaidofmarin/,,,
895,Legal Aid of Marin,http://www.legalaidmarin.org/,,https://www.linkedin.com/company/legal-aid-of-marin,https://legalaidmarin.org/contact/,https://www.facebook.com/legalaidmarin/,https://www.instagram.com/legalaidsocietysmc/,,,
896,Legal Aid Society of San Mateo County,http://www.legalaidsmc.org/,,https://www.linkedin.com/company/the-legal-aid-society-of-san-mateo-county,http://www.legalaidsmc.org/contact,https://www.facebook.com/legalaidsmc/,https://www.instagram.com/allofusornone/,,,
897,Legal Services for Prisoners with Children (Network on Women in Prison),http://www.prisonerswithchildren.org/,,https://www.linkedin.com/company/3139243,https://prisonerswithchildren.org/contact-coalition-for-family-unity/,https://www.facebook.com/LSPCmovement,,,,
898,Legal Services of Northern California,http://www.lsnc.net/,treasurer@myleonavalley.org,,https://lsnc.net/how-contact-us,,,,,
899,Lend A Hand Foundation,http://www.lendahandfoundation.org/,,,,,,,,
900,Leona Valley Improvement Association,https://myleonavalley.org/welcome,,,https://myleonavalley.org/welcome/contact-us,https://www.facebook.com/LVIA,,,,
901,Level Ground,http://levelground.co/,,,,,https://www.instagram.com/levittquinnfamilylawcenter/,,,
902,Levitt and Quinn Family Law Center,https://levittquinn.org/,,,https://levittquinn.org/contact-us/,https://www.facebook.com/LevittQuinn,,,,
903,LGBTQ Center Orange County,http://www.lgbtcenteroc.org/,,,,,,,,
904,Liberty Hill Foundation,https://www.libertyhill.org/,,,https://www.libertyhill.org//who-we-are/contact/,,,,,
905,Licensed Adult Residential Care Association (LARCA),http://www.larcala.org/,,,https://www.larcala.org/contact,,,,,
906,Life Balance Institute,https://www.lifebalance.org/,,,,,,,,
907,Life Lab Science Program,http://www.lifelab.org/,,,http://www.lifelab.org/contact,,,,,
908,Liminal Works,https://www.liminal-works.org/,,,https://www.liminal-works.org/contact,,,,,
909,Lindsay Wildlife Museum,https://lindsaywildlife.org/,,,https://lindsaywildlife.org/contact/,,,,,
910,Listen Foundation,http://www.listenfoundation.com/,,,,,,,,
911,Little Brothers-Friends of the Elderly-San Francisco,https://www.littlebrotherssf.org/,,,,,,,,
912,Little Tokyo Service Center,http://www.ltsc.org/,,,https://www.ltsc.org/contact/,,,,,
913,Live Like Geno Foundation Inc.,http://livelikegeno.org/,,,https://livelikegeno.org/contact/,,,,,
914,Livermore Lab Foundation,http://www.livermorelabfoundation.org/,,,https://livermorelabfoundation.org/#contact,,,,,
915,Livermore Valley Performing Arts Center,http://www.livermoreperformingarts.org/,,,,,,,,
916,Living Classroom,https://www.living-classroom.org/,,,https://www.living-classroom.org/contact.html,,,,,
917,Living Jazz,http://www.livingjazz.org/,,,,,,,,
918,LocalHost Research,,,,,,,,,
919,Lodi House,http://www.lodihouse.org/,,,https://www.lodihouse.org/contact/,,,,,
920,"Lompoc Museum Associates, Inc.",http://lompocmuseum.org/,,,,,,,,
921,Long Beach Beekeepers,https://www.longbeachbeekeepers.org/,,,https://www.longbeachbeekeepers.org/mailto:contact@longbeachbeekeepers.org,,,,,
922,Long Beach City College Foundation,,,,,,,,,
923,Long Beach Forward Inc,https://www.lbforward.org/,,,https://lbforward.org/contact/,,,,,
924,Long Term Care Ombudsman Services of San Luis Obispo County,http://ombudsmanslo.org/,,,http://ombudsmanslo.org/contact,,,,,
925,Looms for Lupus,http://www.looms4lupus.org/,,,,,,,,
926,Lord's Instruments Ministries,https://liministries.org/,,,https://liministries.org/#contact,,,,,
927,Los Altos Mountain View Children's Corner,http://www.lamvchildrenscorner.org/,,,,,,,,
928,Los Altos Property Owners Downtown Association,http://propertyownersdowntownlosaltos.org/,,,http://propertyownersdowntownlosaltos.org/contact,,,,,
929,Los Angeles Birders,http://www.labirders.org/,,,http://www.labirders.org//about.html#main-contact-form,,,,,
930,Los Angeles Center for Community Law and Action,https://laccla.org/,,,https://laccla.org/contact-us/,,,,,
931,Los Angeles Centers for Alcohol and Drug Abuse (L.A. CADA),http://lacada.com/,,,http://lacada.com/contact.php,,,,,
932,Los Angeles Conservancy,http://www.laconservancy.org/,,,http://www.laconservancy.org/http://www.laconservancy.org/contact-us/,,,,,
933,Los Angeles County Beekeepers Association,http://losangelescountybeekeepersassociation.com/,,,http://losangelescountybeekeepersassociation.com/contact,,,,,
934,Los Angeles Guild for Reproductive Health,,,,,,,,,
935,Los Angeles Neighborhood Land Trust,http://www.lanlt.org/,,,http://www.lanlt.org/contact,,,,,
936,Los Angeles Nomadic Division Land,https://nomadicdivision.org/,,,,,,,,
937,Los Angeles Review of Books,http://lareviewofbooks.org/,,,http://lareviewofbooks.org//about/contact/,,,,,
938,Los Angeles River State Park Partners,http://larsppartners.org/,,,,,,,,
939,Los Padres ForestWatch,http://forestwatch.org/,,,https://www.constantcontact.com/legal/service-provider,,,,,
940,Lotus Outreach,http://www.lotusoutreach.org/,,,https://lotusoutreach.org/contact-us/,,,,,
941,LOUD For Tomorrow,https://loudfor.org/,,,https://loudfor.org/contact/,,,,,
942,Love is the Answer (LITA),http://www.litamarin.org/,,,http://www.litamarin.org/contact,,,,,
943,Love Wild Horses Foundation,http://lovewildhorses.org/,,,,,,,,
944,Lung Cancer Foundation of America,https://lcfamerica.org/,,,https://lcfamerica.org/contact-us/,,,,,
945,Lutheran Social Services of Northern California,https://www.lssnorcal.org/,,,https://www.lssnorcal.org/contact-us.html,,,,,
946,LVDI International,http://lvdiinternational.org/,,,https://lvdiinternational.org/contact/,,,,,
947,M-A Foundation for the Future,https://www.mafoundation.org/,,,https://www.mafoundation.org/contact-us/,,,,,
948,Magic Cabinet,https://www.magiccabinet.org/,,,https://www.magiccabinet.org/contactus/,,,,,
949,Maitri,http://www.maitri.org/,,,http://www.maitri.org/contact-us,,,,,
950,Maitri Compassionate Care,https://www.maitrisf.org/,,,https://www.maitrisf.org/contact/,,,,,
951,Make-A-Wish Foundation of Northeastern & Central California and Norther Nevada,https://wish.org/ncc,,,https://wish.org/ncc/canv/our-chapter#contact-us-34846,,,,,
952,Making Hope Happen Foundation,https://makinghope.org/,,,https://makinghope.org/contact/,,,,,
953,Mammoth Lakes Recreation,https://www.mammothlakesrecreation.org/,,,https://www.mammothlakesrecreation.org/contact,,,,,
954,MapLight,http://www.maplight.org/,,,https://www.maplight.org/contact-us,,,,,
955,March to the Top - Africa,http://www.marchtothetop.com/,,,,,,,,
956,Marin City Community Development Corporation,https://www.marincitycdc.org/,,,https://www.marincitycdc.org/contact-2,,,,,
957,Marin Open Studios,https://marinopenstudios.org/,,,https://lp.constantcontactpages.com/su/yqLHrXs,,,,,
958,Marin Treatment Center,http://www.marintreatmentcenter.org/,,,https://www.dhcs.ca.gov/Pages/dhcs_contact.aspx,,,,,
959,Mario Pedrozzi Scholarship Foundation,https://pedrozzifoundation.org/,,,https://pedrozzifoundation.org/contact/,,,,,
960,Mariposa Museum and History Center,https://www.mariposamuseum.com/,,,,,,,,
961,"Martha's Village and Kitchen, Inc.",https://marthasvillage.org/,,,https://visitor.r20.constantcontact.com/manage/optin?v=001TaS_TGBRZa0iaI6f0m7gejz3IplOojAPeHAcjGe9cZNZgFPeUkXQfU9rzWQg0w5IcUp98SZwaJL_26DcoQzyj2Xr92Z20lzeKEuI1norY58%3D,,,,,
962,Martin Luther King Jr. Freedom Center,http://www.mlkfreedomcenter.org/,,,https://mlkfreedomcenter.org/contact/,,,,,
963,Maternal Mental Health NOW,https://www.maternalmentalhealthnow.org/,,,,,,,,
964,Mattole Restoration Council,http://mattole.org/,,,https://mattole.org/contact/,,,,,
965,Mattole Salmon Group,https://www.mattolesalmon.org/,,,https://www.mattolesalmon.org/contact/,,,,,
966,Mavericks Community Foundation,http://maverickscommunityfoundation.org/,,,https://www.maverickscommunityfoundation.org/copy-of-contact,,,,,
967,MBIRA,http://www.mbira.org/,,,https://mbira.org/contact-us/,,,,,
968,McCune Foundation,http://www.mccunefoundation.org/,,,https://mccunefoundation.org/contact-us/,,,,,
969,McKinley Children Center,http://www.mckinleycc.org/,,,https://www.mckinleycc.org/contact-us/,,,,,
970,McKinleyville Family Resource Center,https://mckfrc.org/,,,,,,,,
971,MCRD Museum Foundation,https://www.mcrdmuseumfoundation.org/,,,https://www.mcrdmuseumfoundation.org/about-the-museum/contact-us,,,,,
972,"Me & Korea, Inc.",http://www.meandkorea.org/,,,http://www.meandkorea.org/contact,,,,,
