"name","address","zip_code","type","administrator","phonenumber","source","entity_type"
"REDWOOD VILLA INTERFAITH HOUSING INC DBA REDWOOD VILLA SENIOR","3060  53Rd St",NULL,"LOW INCOME HOUSING","C/O HOUSING PARTNERS LC",NULL,"Audrey Merged",NULL
"REDWOOD VILLA INTERFAITH HOUSING INC GENERAL PARTNER REDWOOD VILLA SR HOUSING PRTN LP","3060  53Rd St",NULL,"LOW INCOME HOUSING","SEE 7430006745",NULL,"Audrey Merged",NULL
"REFRESH MENTAL HEALTH INC DBA ALEPH PSYCHOLOGICAL SVCS ","7720  Fay Ave",NULL,"DOCTOR/OSTEOPA/CHIRO","C/O GRANT THORNTON LLP",NULL,"Audrey Merged",NULL
"RESURRECTION COMMUNITY CHURCH POWAY INC DBA CHRIST THE KING ANGLICAN","12730  Elm Park Ln",NULL,"RELIGIOUS ORGANIZATI","CHURCH",NULL,"Audrey Merged",NULL
"RICHMAR HOUSING PARTNERS LP  ","471  Autumn Dr",NULL,"APARTMENTS","C/O VIRGINIA SU",NULL,"Audrey Merged",NULL
"RIDGEVIEW ASSISTED LIVING COMMUNITY","9825 Glen Center Drive","92131.0","RESIDENTIAL CARE ELDERLY","PRABHJOT KAUR","(858) 293-3905","Audrey Merged",NULL
"ROCK CHLOE DBA GATHER COMMUNITY INSPIRATION","414 N Coast Hwy 101",NULL,"MISC PROFESSIONAL","SEE 7430132555",NULL,"Audrey Merged",NULL
"RODEO ENERGY STORAGE LLC C/O GREENBACKER CAPITAL ","710  Dennery Rd",NULL,"MISC PROFESSIONAL","ATTN JUSTIN MORREN",NULL,"Audrey Merged",NULL
"RODEO ENERGY STORAGE LLC GREENBACKER CAPITAL ","2100  Vista Way",NULL,"MISC PROFESSIONAL","ATTN JUSTIN MORREN",NULL,"Audrey Merged",NULL
"ROGERS BEHAVIORAL HEALTH  ","17140  Bernardo Center Dr",NULL,"DOCTOR/OSTEOPA/CHIRO","C/O HARBOR COMPLIANCE",NULL,"Audrey Merged",NULL
"ROMAN CATHOLIC BISHOP OF SAN DIEGO DBA ST PATRICKS COMMUNITY","3256  Madison St",NULL,"RELIGIOUS ORGANIZATI","SERVICES/FATHER RAYMOND MOORE",NULL,"Audrey Merged",NULL
"ROMAN CATHOLIC BISHOP OF SAN DIEGO RECTORY/OFFICE/ITALIAN COMMUNITY","1629  Columbia St",NULL,"RELIGIOUS ORGANIZATI","SEE 626-0929999",NULL,"Audrey Merged",NULL
"ROYALE ENERGY INC  ","1530  Hilton Head Rd",NULL,"MISC PROFESSIONAL","C/O KARINA CORONA",NULL,"Audrey Merged",NULL
"RUSSELL B MCKEE INC DBA MCKEE ASSET MGMT/MCKEE MULTI HOUSING INV GROUP","1001  B Ave",NULL,"REAL ESTATE&DEVELOPE","SEE 6190351700",NULL,"Audrey Merged",NULL
"RYMAR BUSINESS ENTERPRISES INC DBA RYAN REFRIGERATOR HEATING AIR&SOLAR","1035 E Valley Pkwy",NULL,"HEATING&AIR CONDITIO","ATTN RYAN SHARROTT",NULL,"Audrey Merged",NULL
"SAINT-GOBAIN SOLAR GARD LLC  ","4520  Viewridge Ave",NULL,"MFG LIGHT","C/O RYAN LLC LB73-F POOL",NULL,"Audrey Merged",NULL
"SAINT-GOBAIN SOLAR GARD LLC  ","4540  Viewridge Ave",NULL,"MFG LIGHT","C/O RYAN LLC LB73 F POOL",NULL,"Audrey Merged",NULL
"SALAM COMMUNITY SERVICES DBA MY SALAM SHOP ","9625  Black Mountain Rd",NULL,"CLOTHING","C/O AHMED LAKHANI",NULL,"Audrey Merged",NULL
"SAN DIEGO COASTAL MENTAL HEALTH","1845 Lodgepole Rd","92078.0","SOCIAL REHABILITATION FACILITY","KUZMINSKY, MAKSIM","(619) 400-7406","Audrey Merged",NULL
"SAN DIEGO COMMUNITY COLLEGE DIST ","3375  Camino Del Rio S",NULL,"PUBLIC AGENCY","C/O FINANCE DEPT",NULL,"Audrey Merged",NULL
"SAN DIEGO COMMUNITY HOUSING CORPORATION/GENERAL PARTNER MOUNTAIN VIEW PROPERTIES LTD","230  Vista Horizon St",NULL,"LOW INCOME HOUSING","SEE 9190002699",NULL,"Audrey Merged",NULL
"SAN DIEGO COUNTY BUILDING TRADES COUNCIL FAMILY HOUSING CORP","541 E 24Th St",NULL,"MISCELLANEOUS ASSOC","C/O NATIONAL CITY PARK APTS",NULL,"Audrey Merged",NULL
"SAN DIEGO COUNTY MEDICAL SOCIETY FOUNDATION CHAMPIONS FOR HEALTH","5575  Ruffin Rd",NULL,"MISCELLANEOUS AGENCY","C/O ADAMA DYONIZIAK",NULL,"Audrey Merged",NULL
"SAN DIEGO COUNTY MENTAL HEALTH SERVICE AKA NORTH INLAND MENTAL HEALTH","125 W Mission Ave",NULL,"PUBLIC AGENCY","CENTER",NULL,"Audrey Merged",NULL
"SAN DIEGO COUNTY OFFICE OF EDUCATION JUVENILE COURT&COMMUNITY","1824  Oceanside Blvd",NULL,"PUBLIC AGENCY","SCHOOL",NULL,"Audrey Merged",NULL
"SAN DIEGO COUNTY SOLAR INC DBA SAN DIEGO COUNTY SOLAR ","5145  Avenida Encinas",NULL,"MISC PROFESSIONAL","ATTN MICHAEL DAVIDSON",NULL,"Audrey Merged",NULL
"SAN DIEGO COUNTY SUPERINTENDENT OF SCHOOLS DBA BAYSIDE BLENDED COMMUNITY","1943  Main St",NULL,"PUBLIC AGENCY","SCHOOL",NULL,"Audrey Merged",NULL
"SAN DIEGO HEALTH ALLIANCE INC  ","1560  Capalina Rd",NULL,"MISC PROFESSIONAL","C/O PROPERTY VALUATION SVCS",NULL,"Audrey Merged",NULL
"SAN DIEGO HEALTH ALLIANCE INC DBA EL CAJON TREATMENT CENTER ","234 N Magnolia Ave",NULL,"MISC PROFESSIONAL","C/O PROPERTY VALUATION SVCS",NULL,"Audrey Merged",NULL
"SAN DIEGO HEALTH ALLIANCE INC DBA FASHION VALLEY CLINIC ","7545  Metropolitan Dr",NULL,"DOCTOR/OSTEOPA/CHIRO","C/O PROPERTY VALUATION SVCS",NULL,"Audrey Merged",NULL
"SAN DIEGO HEALTH PSYCHOLOGY& WELLNESS INC ","2262  Carmel Valley Rd",NULL,"DOCTOR/OSTEOPA/CHIRO","ATTN A-LISA S MILES",NULL,"Audrey Merged",NULL
"SAN DIEGO HOUSING COMMISION  ","5400  Kearny Mesa Rd",NULL,"PUBLIC AGENCY","ATTN TAX DEPARTMENT",NULL,"Audrey Merged",NULL
"SAN DIEGO HOUSING COMMISSION  ","1865  Hotel Cir S",NULL,"PUBLIC AGENCY","ATTN REAL ESTATE DEPARTMENT",NULL,"Audrey Merged",NULL
"SAN DIEGO HOUSING COMMISSION  ","1122  Broadway",NULL,"MOTEL FURNISHINGS","ATTN REAL ESTATE DEPARTMENT",NULL,"Audrey Merged",NULL
"SAN DIEGO HOUSING COMMISSION DBA SANFORD HOTEL ","1301  5Th Ave",NULL,"APARTMENTS","C/O CHRISTY HUERTO",NULL,"Audrey Merged",NULL
"SAN DIEGO JOURNEY COMMUNITY CHURCH DBA TWICE TREASURED THRIFT","8363  Center Dr",NULL,"MISC PROFESSIONAL","STORE",NULL,"Audrey Merged",NULL
"SAN DIEGO MECHANICAL& ENERGY INC SAN DIEGO MECHANICAL ENERGY","7568  Trade St",NULL,"HEATING&AIR CONDITIO","ATTN NEIL GIBSON",NULL,"Audrey Merged",NULL
"SAN DIEGO REGIONAL HEALTHCARE INFORMATION EXCHANGE DBA SAN DIEGO HEALTH CONNECT","0  San Diego Various",NULL,"MISCELLANEOUS AGENCY","ATTN SHARON LEE",NULL,"Audrey Merged",NULL
"SAN DIEGO SPORTS MEDICINE& FAMILY HEALTH CENTER A MEDICAL CORPORATION","1945  Garnet Ave",NULL,"DOCTOR/OSTEOPA/CHIRO","ATTN LAURA LEMUS",NULL,"Audrey Merged",NULL
"SAN DIEGO SPORTS MEDICINE& FAMILY HEALTH CENTER A MEDICAL CORPORATION","10505  Sorrento Valley Blvd",NULL,"DOCTOR/OSTEOPA/CHIRO","ATTN LAURA LEMUS",NULL,"Audrey Merged",NULL
"SAN DIEGO SPORTS MEDICINE& FAMILY HEALTH CENTER A MEDICAL CORPORATION","6699  Alvarado Rd",NULL,"DOCTOR/OSTEOPA/CHIRO","ATTN LAURA LEMUS",NULL,"Audrey Merged",NULL
"SAN DIEGO SPORTS MEDICINE& FAMILY HEALTH CENTER A MEDICAL CORPORATION","2448  Historic Decatur Rd",NULL,"DOCTOR/OSTEOPA/CHIRO","ATTN LAURA LEMUS",NULL,"Audrey Merged",NULL
"SAN DIEGO SPORTS MEDICINE&FAMILY HEALTH CENTER ","4010  Morena Blvd",NULL,"DOCTOR/OSTEOPA/CHIRO","C/O LAURA LEMUS",NULL,"Audrey Merged",NULL
"SAN DIEGO STATE UNIVERSITY FOUNDATION (A CORP) HEALTHLINK CTR ADMIN OFFICES","6330  Alvarado Ct",NULL,"MISC SCHOOL","SEE 6600640000",NULL,"Audrey Merged",NULL
"SAN DIEGO STATE UNIVERSITY FOUNDATION CTR FOR OPTIMAL HEALTH&PERF","9245  Sky Park Ct",NULL,"MISC SCHOOL","SEE 6932716000",NULL,"Audrey Merged",NULL
"SAN DIEGO STATE UNIVERSITY FOUNDATION DBA SEXUAL HEALTH EQUITY LAB","6475  Alvarado Rd",NULL,"DOCTOR/OSTEOPA/CHIRO","SEE 6601965500",NULL,"Audrey Merged",NULL
"SAN DIEGO STATE UNIVERSITY FOUNDATION IBACH CENTER FOR HEALTH","9245  Sky Park Ct",NULL,"MISCELLANEOUS ASSOC","SEE 6932716000",NULL,"Audrey Merged",NULL
"SAN DIEGO STATE UNIVERSITY FOUNDATION SDSU HEALTHLINK CENTER","6475  Alvarado Rd",NULL,"MISC SCHOOL","SEE 6601980000",NULL,"Audrey Merged",NULL
"SAN DIEGO STATE UNIVERSITY FOUNDATION SDSU HEALTHLINK CENTER","6475  Alvarado Rd",NULL,"MISC SCHOOL","SEE 6601965500",NULL,"Audrey Merged",NULL
"SAN DIEGO TAMT SOLAR MICROGRID LLC ","850  Water St",NULL,"MISC CONTRACTOR","C/O BARCLAY DAMON LLP",NULL,"Audrey Merged",NULL
"SAN YSIDRO COMMUNITY CTR","663 E. San Ysidro Blvd.",NULL,"UREV","Real Estate",NULL,"Audrey Merged",NULL
"SAN YSIDRO COMMUNITY PARK","West Park & San Ysidro Blv",NULL,"CMTYPK","Parks & Recreation",NULL,"Audrey Merged",NULL
"SCRIPPS HEALTH  ","485  5Th Ave",NULL,"INSTITUTIONAL EXEMPT","CORP REAL ESTATE DEPT AX265",NULL,"Audrey Merged",NULL
"SCRIPPS HEALTH  ","2124 S El Camino Real",NULL,"MISCELLANEOUS ASSOC","ATTN SR DIR REAL ESTATE DEPT",NULL,"Audrey Merged",NULL
"SCRIPPS HEALTH  ","2205  Vista Way",NULL,"DOCTOR/OSTEOPA/CHIRO","C/O CORP REAL EST DEPT 4S-206",NULL,"Audrey Merged",NULL
"SCRIPPS HEALTH  ","9900  Genesee Ave",NULL,"MISCELLANEOUS ASSOC","C/O SR DIR REAL ESTATE DEPT",NULL,"Audrey Merged",NULL
"SCRIPPS HEALTH  ","971  Lane Ave",NULL,"MISCELLANEOUS ASSOC","CORP REAL ESTATE DEPT AX265",NULL,"Audrey Merged",NULL
"SCRIPPS HEALTH  ","4040  5Th Ave",NULL,"MISCELLANEOUS ASSOC","C/O CORP REAL EST DEPT AX265",NULL,"Audrey Merged",NULL
"SCRIPPS HEALTH  ","111  Campus Way",NULL,"DOCTOR/OSTEOPA/CHIRO","C/O CORP REAL EST DEPT 4S-206",NULL,"Audrey Merged",NULL
"SCRIPPS HEALTH  ","9834  Genesee Ave",NULL,"MISCELLANEOUS ASSOC","C/O CORP REAL EST DEPT AX265",NULL,"Audrey Merged",NULL
"SCRIPPS HEALTH  ","2111  Mission Ave",NULL,"MISCELLANEOUS ASSOC","ATTN SR DIR REAL ESTATE DEPT",NULL,"Audrey Merged",NULL
"SCRIPPS HEALTH  ","2201  Mission Ave",NULL,"INSTITUTIONAL EXEMPT","ATTN SR DIR REAL ESTATE DEPT",NULL,"Audrey Merged",NULL
"SCRIPPS HEALTH  ","916  Sycamore Ave",NULL,"RADIOLOGY LABORATORY","C/O CORP REAL EST DEPT AX265",NULL,"Audrey Merged",NULL
"SCRIPPS HEALTH  ","4079  Oceanside Blvd",NULL,"MISCELLANEOUS ASSOC","C/O CORP REAL EST DEPT AX265",NULL,"Audrey Merged",NULL
"SCRIPPS HEALTH CENTER FOR PLASTIC& RECONSTRUCTIVE SURGERY","12395  El Camino Real",NULL,"MEDICAL LABORATORY","C/O CORP REAL EST DEPT AX265",NULL,"Audrey Merged",NULL
"SCRIPPS HEALTH CENTER FOR WEIGHT MANAGEMENT ","12395  El Camino Real",NULL,"MEDICAL LABORATORY","CORP REAL ESTATE DEPT AX265",NULL,"Audrey Merged",NULL
"SCRIPPS HEALTH CPO ","10130  Sorrento Valley Rd",NULL,"MISC PROFESSIONAL","C/O SR DIR REAL ESTATE DEPT",NULL,"Audrey Merged",NULL
"SCRIPPS HEALTH DBA CLINICAL RESEARCH SERVICES ORTHOPAEDIC RESEARCH (SCORE)","3550  John Hopkins Ct",NULL,"MEDICAL LABORATORY","C/O CORP REAL EST DEPT 4S-206",NULL,"Audrey Merged",NULL
"SCRIPPS HEALTH DBA EMPLOYEE HEALTH&HUMAN RESOURCES","9888  Genesee Ave",NULL,"MISCELLANEOUS ASSOC","ATTN JIM SEEKAMP",NULL,"Audrey Merged",NULL
"SCRIPPS HEALTH DBA GLUCK CHILD CARE ","10660  John Jay Hopkins Dr",NULL,"PRE-SCHOOL/CHILDCARE","C/O CORP REAL ESTATE",NULL,"Audrey Merged",NULL
"SCRIPPS HEALTH DBA JOHN R ANDERSON MEDICAL PAVILION","9898  Genesee Ave",NULL,"HOSPITAL","C/O CORP REAL EST DEPT AX265",NULL,"Audrey Merged",NULL
"SCRIPPS HEALTH DBA MCDONALD CENTER ","9896  Genesee Ave",NULL,"DOCTOR/OSTEOPA/CHIRO","ATTN JIM SEEKAMP",NULL,"Audrey Merged",NULL
"SCRIPPS HEALTH DBA MERCY HEALTHCARE SAN DIEGO EMPLOYEE PARKING","0  6Th Ave",NULL,"MISCELLANEOUS ASSOC","CORP REAL ESTATE DEPT AX265",NULL,"Audrey Merged",NULL
"SCRIPPS HEALTH DBA MERCY HOSPITAL&MEDICAL CENTER","4077  5Th Ave",NULL,"HOSPITAL","C/O CORP REAL EST DEPT 45-206",NULL,"Audrey Merged",NULL
"SCRIPPS HEALTH DBA MERICOS EYE INSTITUTE ","9888  Genesee Ave",NULL,"DOCTOR/OSTEOPA/CHIRO","ATTN JIM SEEKAMP",NULL,"Audrey Merged",NULL
"SCRIPPS HEALTH DBA MISSION PARK CORP ","130  Cedar Rd",NULL,"HOSPITAL","CORP REAL ESTATE DEPT AX265",NULL,"Audrey Merged",NULL
"SCRIPPS HEALTH DBA MISSION PARK MEDICAL CLINIC","2120  Thibodo Rd",NULL,"HOSPITAL","ATTN SR DIR REAL ESTATE DEPT",NULL,"Audrey Merged",NULL
"SCRIPPS HEALTH DBA MOB ENCINITAS 310-332 SANTA FE DR ENCINITAS","310  Santa Fe Dr",NULL,"DOCTOR/OSTEOPA/CHIRO","C/O CORP REAL EST DEPT 4S-206",NULL,"Audrey Merged",NULL
"SCRIPPS HEALTH DBA NORTH COUNTY OB-GYN MEDICAL GROUP INC","9850  Genesee Ave",NULL,"DOCTOR/OSTEOPA/CHIRO","SEE 7041191600",NULL,"Audrey Merged",NULL
"SCRIPPS HEALTH DBA OTOOLE BREAST CARE CENTER ","550 E Washington St",NULL,"DOCTOR/OSTEOPA/CHIRO","C/O SR REAL ESTATE DEPT",NULL,"Audrey Merged",NULL
"SCRIPPS HEALTH DBA SCHAETZEL CENTER ","9890  Genesee Ave",NULL,"DOCTOR/OSTEOPA/CHIRO","ATTN JIM SEEKAMP",NULL,"Audrey Merged",NULL
"SCRIPPS HEALTH DBA SCRIPPS CLINIC ","310  Santa Fe Dr",NULL,"DOCTOR/OSTEOPA/CHIRO","C/O CORP REAL EST DEPT 4S-206",NULL,"Audrey Merged",NULL
"SCRIPPS HEALTH DBA SCRIPPS CLINIC ","15004  Innovation Dr",NULL,"DOCTOR/OSTEOPA/CHIRO","C/O CORP REAL EST DEPT 4S-206",NULL,"Audrey Merged",NULL
"SCRIPPS HEALTH DBA SCRIPPS CLINIC ","3811  Valley Centre Dr",NULL,"DOCTOR/OSTEOPA/CHIRO","C/O CORP REAL EST DEPT 4S-206",NULL,"Audrey Merged",NULL
"SCRIPPS HEALTH DBA SCRIPPS CLINIC ","9333  Genesee Ave",NULL,"DOCTOR/OSTEOPA/CHIRO","C/O CORP REAL EST DEPT 4S-206",NULL,"Audrey Merged",NULL
"SCRIPPS HEALTH DBA SCRIPPS CLINIC ","10666 N Torrey Pines Rd",NULL,"DOCTOR/OSTEOPA/CHIRO","C/O CORP REAL EST DEPT 4S-206",NULL,"Audrey Merged",NULL
"SCRIPPS HEALTH DBA SCRIPPS CLINIC ","7565  Mission Valley Rd",NULL,"DOCTOR/OSTEOPA/CHIRO","C/O CORP REAL EST DEPT 4S-206",NULL,"Audrey Merged",NULL
"SCRIPPS HEALTH DBA SCRIPPS CLINIC ","2445  Truxtun Rd",NULL,"DOCTOR/OSTEOPA/CHIRO","C/O CORP REAL EST DEPT 4S-206",NULL,"Audrey Merged",NULL
"SCRIPPS HEALTH DBA SCRIPPS CLINIC ","10862  Calle Verde Dr",NULL,"DOCTOR/OSTEOPA/CHIRO","C/O CORP REAL EST DEPT 4S-206",NULL,"Audrey Merged",NULL
"SCRIPPS HEALTH DBA SCRIPPS CLINIC ","1092 N El Camino Real",NULL,"DOCTOR/OSTEOPA/CHIRO","C/O CORP REAL EST DEPT 4S-206",NULL,"Audrey Merged",NULL
"SCRIPPS HEALTH DBA SCRIPPS CLINIC ADMINISTRATIVE SERVICES","10790  Rancho Bernardo Rd",NULL,"MISCELLANEOUS ASSOC","C/O CORP REAL EST DEPT 4S-206",NULL,"Audrey Merged",NULL
"SCRIPPS HEALTH DBA SCRIPPS CLINIC LA JOLLA OB/GYN","9333  Genesee Ave",NULL,"DOCTOR/OSTEOPA/CHIRO","C/O CORP REAL EST DEPT AX265",NULL,"Audrey Merged",NULL
"SCRIPPS HEALTH DBA SCRIPPS CLINIC RADIOLOGY CENTER","3811  Valley Centre Dr",NULL,"DOCTOR/OSTEOPA/CHIRO","ATTN JIM SEEKAMP",NULL,"Audrey Merged",NULL
"SCRIPPS HEALTH DBA SCRIPPS CLINIC SANTEE ","278  Town Center Pkwy",NULL,"DOCTOR/OSTEOPA/CHIRO","C/O CORP REAL EST DEPT 4S-206",NULL,"Audrey Merged",NULL
"SCRIPPS HEALTH DBA SCRIPPS CLINIC&RESEARCH FOUNDATION","3835  Avocado Blvd",NULL,"MISCELLANEOUS ASSOC","6712102000",NULL,"Audrey Merged",NULL
"SCRIPPS HEALTH DBA SCRIPPS CLINIC&RESEARCH FOUNDATION","10666 N Torrey Pines Rd",NULL,"DOCTOR/OSTEOPA/CHIRO","SEE 6878620000",NULL,"Audrey Merged",NULL
"SCRIPPS HEALTH DBA SCRIPPS COASTAL MEDICAL CENTER","477 N El Camino Real",NULL,"HOSPITAL","C/O CORP REAL EST DEPT 4S-206",NULL,"Audrey Merged",NULL
"SCRIPPS HEALTH DBA SCRIPPS COASTAL MEDICAL CENTER","2176  Salk Ave",NULL,"MISCELLANEOUS ASSOC","CORP REAL ESTATE DEPT AX265",NULL,"Audrey Merged",NULL
"SCRIPPS HEALTH DBA SCRIPPS COASTAL MEDICAL LAB SPECIMEN COLLECTION","477 N El Camino Real",NULL,"DOCTOR/OSTEOPA/CHIRO","SEE 7231448000",NULL,"Audrey Merged",NULL
"SCRIPPS HEALTH DBA SCRIPPS COASTAL RADIOLOGY ","4318  Mission Ave",NULL,"MISC PROFESSIONAL","CORP REAL ESTATE DEPT AX265",NULL,"Audrey Merged",NULL
"SCRIPPS HEALTH DBA SCRIPPS COSTAL MEDICAL CENTER","902  Sycamore Ave",NULL,"RADIOLOGY LABORATORY","C/O CORP REAL EST DEPT AX265",NULL,"Audrey Merged",NULL
"SCRIPPS HEALTH DBA SCRIPPS GREEN HOSPITAL ","10666 N Torrey Pines Rd",NULL,"HOSPITAL","C/O CORP REAL EST DEPT 4S-206",NULL,"Audrey Merged",NULL
"SCRIPPS HEALTH DBA SCRIPPS HEALTH MEDICAL LABORATORY","9888  Genesee Ave",NULL,"MEDICAL LABORATORY","ATTN JIM SEEKAMP",NULL,"Audrey Merged",NULL
"SCRIPPS HEALTH DBA SCRIPPS HEALTH MEMORIAL HOSPITAL/SCRIPPS DIABETIC","450  4Th Ave",NULL,"HOSPITAL","CENTER",NULL,"Audrey Merged",NULL
"SCRIPPS HEALTH DBA SCRIPPS MEMORIAL HOSPITAL ","4555  Executive Dr",NULL,"DOCTOR/OSTEOPA/CHIRO","C/O CORP REAL EST DEPT 4S-206",NULL,"Audrey Merged",NULL
"SCRIPPS HEALTH DBA SCRIPPS MEMORIAL HOSPITAL ","9888  Genesee Ave",NULL,"HOSPITAL","C/O CORP REAL EST DEPT 4S-206",NULL,"Audrey Merged",NULL
"SCRIPPS HEALTH DBA SCRIPPS MEMORIAL HOSPITAL ","435  H St",NULL,"HOSPITAL","C/O CORP REAL EST DEPT 4S-206",NULL,"Audrey Merged",NULL
"SCRIPPS HEALTH DBA SCRIPPS MEMORIAL HOSPITAL ENCINITAS","354  Santa Fe Dr",NULL,"HOSPITAL","C/O CORP REAL EST DEPT 4S-206",NULL,"Audrey Merged",NULL
"SCRIPPS HEALTH DBA SCRIPPS MEMORIAL HOSPITAL ENCINITAS","332  Santa Fe Dr",NULL,"HOSPITAL","ATTN JIM SEEKAMP",NULL,"Audrey Merged",NULL
"SCRIPPS HEALTH DBA SCRIPPS MEMORIAL HOSPITAL ENCINITAS IMAGING CENTER","320  Santa Fe Dr",NULL,"HOSPITAL","ATTN SR DIR REAL ESTATE DEPT",NULL,"Audrey Merged",NULL
"SCRIPPS HEALTH DBA SCRIPPS MERCY SURGERY PAVILLION","550 E Washington St",NULL,"DOCTOR/OSTEOPA/CHIRO","C/O CORP REAL EST DEPT AX265",NULL,"Audrey Merged",NULL
"SCRIPPS HEALTH DBA SCRIPPS MRI CENTER ENCINITAS","332  Santa Fe Dr",NULL,"DOCTOR/OSTEOPA/CHIRO","ATTN REAL ESTATE DEPT",NULL,"Audrey Merged",NULL
"SCRIPPS HEALTH DBA SCRIPPS PHYSICIANS MERCY MEDICAL GROUP","501 E Washington St",NULL,"DOCTOR/OSTEOPA/CHIRO","C/O CORP REAL EST DEPT AX265",NULL,"Audrey Merged",NULL
"SCRIPPS HEALTH DBA SCRIPPS REVENUE MANAGEMENT ","550 E Washington St",NULL,"MISC PROFESSIONAL","C/O SR DIR REAL ESTATE DEPT",NULL,"Audrey Merged",NULL
"SCRIPPS HEALTH DBA SHILEY SPORTS&HEALTH CTR ","10820 N Torrey Pines Rd",NULL,"FITNESS CENTER","C/O CORP REAL EST DEPT 4S-206",NULL,"Audrey Merged",NULL
"SCRIPPS HEALTH HOSPITAL LA JOLLA ","9894  Genesee Ave",NULL,"DOCTOR/OSTEOPA/CHIRO","C/O CORP REAL EST DEPT 4S-206",NULL,"Audrey Merged",NULL
"SCRIPPS HEALTH IS ACQUISITIONS ","10150  Sorrento Valley Rd",NULL,"MISCELLANEOUS ASSOC","ATTN JIM SEEKAMP",NULL,"Audrey Merged",NULL
"SCRIPPS HEALTH LJ POOLE MOB ","9834  Genesee Ave",NULL,"DOCTOR/OSTEOPA/CHIRO","C/O CORP REAL EST DEPT 4S-206",NULL,"Audrey Merged",NULL
"SCRIPPS HEALTH MAXWELL H&MURIEL GLUCK CHILD CARE CENTER/LE","10660  John Jay Hopkins Dr",NULL,"MISCELLANEOUS ASSOC","C/O CORP REAL EST DEPT 4S-206",NULL,"Audrey Merged",NULL
"SCRIPPS HEALTH MEDICAL RECORD STORAGE ","495  H St",NULL,"MISCELLANEOUS ASSOC","CORP REAL ESTATE DEPT AX265",NULL,"Audrey Merged",NULL
"SCRIPPS HEALTH OB-GYN CLINIC ","2918  5Th Ave",NULL,"DOCTOR/OSTEOPA/CHIRO","C/O CORP REAL EST DEPT 4S-206",NULL,"Audrey Merged",NULL
"SCRIPPS HEALTH PARKING LOT ","0  Cray Ct",NULL,"MISCELLANEOUS ASSOC","C/O SR DIR REAL ESTATE DEPT",NULL,"Audrey Merged",NULL
"SCRIPPS HEALTH SCRIPPS BUSINESS SERVICE ","8925  Rehco Rd",NULL,"MISC PROFESSIONAL","C/O CORP REAL EST DEPT AX265",NULL,"Audrey Merged",NULL
"SCRIPPS HEALTH SCRIPPS CLINIC MISSION VALLEY","7425  Mission Valley Rd",NULL,"DOCTOR/OSTEOPA/CHIRO","C/O DR DIR REAL ESTATE DEPT",NULL,"Audrey Merged",NULL
"SCRIPPS HEALTH SCRIPPS REAL ESTATE MANAGEMENT OFFICE","9834  Genesee Ave",NULL,"MISC PROFESSIONAL","SEE 7041191600",NULL,"Audrey Merged",NULL
"SCRIPPS HEALTH SEE 7430096249 C/O CORPORATE REAL ESTATE","8945  Rehco Rd",NULL,"MISC PROFESSIONAL","DEPT CPA 265",NULL,"Audrey Merged",NULL
"SCRIPPS HEALTH WIC PROGRAM ","3660  7Th Ave",NULL,"BUSINESS-MISCELLANEO","C/O CORP REAL EST DEPT AX265",NULL,"Audrey Merged",NULL
"SCRIPPS HEALTH WIC PROGRAM ","251  Palomar St",NULL,"BUSINESS-MISCELLANEO","C/O CORPORATE REAL ESTATE DEPT",NULL,"Audrey Merged",NULL
"SCRIPPS MEMORIAL HOSPITAL CENTER FOR EXECUTIVE HEALTH ","9850  Genesee Ave",NULL,"INSTITUTIONAL EXEMPT","ATTN JIM SEEKAMP CP1",NULL,"Audrey Merged",NULL
"SDBTC FAMILY HOUSING CORP ONE DBA NATIONAL CITY PARK APTS","2101  D Ave",NULL,"APARTMENTS","C/O JODI BARTHOLD",NULL,"Audrey Merged",NULL
"SDBTC FAMILY HOUSING CORP TWO DBA NATIONAL CITY PARK APTS","318 E 22Nd St",NULL,"APARTMENTS","C/O JODI BARTHOLD",NULL,"Audrey Merged",NULL
"SDSU FOUNDATION SDSU SOCIAL PYCHOLOGY EDUCATION RESEARCH GROUP","6475  Alvarado Rd",NULL,"MISC SCHOOL","SEE 6601980000",NULL,"Audrey Merged",NULL
"SDSU FOUNDATION SOCIAL HEALTH&AFFECTIVE NEUROSCIENCE LAB","6505  Alvarado Rd",NULL,"MISC SCHOOL","SEE 7430079505",NULL,"Audrey Merged",NULL
"SDSU FOUNDATION SOCIAL HEALTH&AFFECTIVE NEUROSCIENCE LAB","6505  Alvarado Rd",NULL,"MISC PROFESSIONAL","SEE 6607502970",NULL,"Audrey Merged",NULL
"SEIU UNITED HEALTHCARE WORKERS WEST ","3570  Camino Del Rio N",NULL,"UNION","C/O FINANCE DEPT",NULL,"Audrey Merged",NULL
"SEMPRA ENERGY  ","488  8Th Ave",NULL,"MISC PROFESSIONAL","C/O STATE&LOCAL TAX",NULL,"Audrey Merged",NULL
"SEMPRA ENERGY  ","9060  Friars Rd",NULL,"MISC PROFESSIONAL","C/O STATE&LOCAL TAX",NULL,"Audrey Merged",NULL
"SERRA MESA COMMUNITY PARK","Village Glen Dr & Glencolum Dr",NULL,"CMTYPK","Parks & Recreation",NULL,"Audrey Merged",NULL
"SETO JENNA I DBA HEALTH IN MOTION CHIROPRACTIC","11610  Iberia Pl",NULL,"MISC PROFESSIONAL","C/O JENNA SETO",NULL,"Audrey Merged",NULL
